source,target,value
lodash@~2.4.1,closure-ts@0.3.0,2
lodash@~2.4.1,mean@0.4.0,2
view-helpers@~0.1.4,mean@0.1.2,2
view-helpers@~0.1.4,mean@0.4.0,2
mean-logger@0.0.1,mean@0.1.2,2
bower@~1.2.8,mean@0.1.2,2
bower@~1.2.8,instygram@0.0.1,2
bower@~1.2.8,socket-chat-example@0.0.1,2
bower@~1.2.8,jyavu.com@1.0.0,2
bower@~1.2.8,angular-uirouter-grunt-seed@0.0.1,2
grunt@~0.4.2,mean@0.1.2,2
grunt@~0.4.2,pandemic@0.0.0,2
grunt-cli@~0.1.11,mean@0.1.2,2
grunt-cli@~0.1.11,mean@0.4.0,2
grunt-env@~0.4.1,mean@0.1.2,2
grunt-env@~0.4.1,pandemic@0.0.0,2
grunt-env@~0.4.1,mean@0.4.0,2
forever@~0.10.11,mean@0.1.2,2
forever@~0.10.11,depot@0.0.1,2
forever@~0.10.11,iBeaconNode@0.0.1,2
forever@~0.10.11,mean@0.4.0,2
karma-script-launcher@~0.1.0,mean@0.1.2,2
karma-chrome-launcher@~0.1.2,mean@0.1.2,2
karma-firefox-launcher@~0.1.3,mean@0.1.2,2
karma-html2js-preprocessor@~0.1.0,mean@0.1.2,2
karma-jasmine@~0.1.5,mean@0.1.2,2
karma-jasmine@~0.1.5,angular-seed@0.1.0,2
karma-requirejs@~0.1.0,mean@0.1.2,2
should@2.1.1,mean@0.1.2,2
grunt-concurrent@~0.4.2,mean@0.1.2,2
grunt-concurrent@~0.4.2,mean@0.4.0,2
grunt-karma@~0.6.2,mean@0.1.2,2
karma-coffee-preprocessor@~0.1.2,mean@0.1.2,2
supertest@0.8.2,mean@0.1.2,2
karma-phantomjs-launcher@~0.1.1,mean@0.1.2,2
karma-phantomjs-launcher@~0.1.1,angular-seed@0.1.0,2
grunt-mocha-test@~0.8.1,mean@0.1.2,2
grunt-contrib-jshint@~0.8.0,mean@0.1.2,2
grunt-contrib-jshint@~0.8.0,mean@0.4.0,2
grunt-nodemon@0.1.2,mean@0.1.2,2
grunt-nodemon@0.1.2,mean@0.4.0,2
grunt-contrib-watch@~0.5.3,mean@0.1.2,2
grunt-contrib-watch@~0.5.3,mean@0.4.0,2
karma-coverage@~0.1.4,mean@0.1.2,2
karma@~0.10.9,mean@0.1.2,2
ejs@~0.8.5,mean@0.1.2,2
ejs@~0.8.5,spellcheck@0.0.0,2
ejs@~0.8.5,playyylist@0.0.0,2
chalk@^0.4.0,time-require@0.1.2,2
chalk@^0.4.0,depot@0.0.1,2
chalk@^0.4.0,hexo-deployer-heroku@0.1.2,2
chalk@^0.4.0,home-inventory@0.0.0,2
text-table@^0.2.0,time-require@0.1.2,2
date-time@^0.1.1,time-require@0.1.2,2
pretty-ms@^0.2.1,time-require@0.1.2,2
hexo-renderer-ejs@*,hexo-site@2.8.3,2
hexo-renderer-stylus@*,hexo-site@2.8.3,2
hexo-renderer-marked@*,hexo-site@2.8.3,2
connect@^3.3.0,simple-server@1.0.0,2
connect@^3.3.0,sve@0.0.1,2
serve-static@^1.7.0,simple-server@1.0.0,2
serve-static@^1.7.0,whyilove@0.0.0,2
detective@~3.1.0,es666@0.4.0,2
acorn-jsx@^0.9.1-6,pavonine@0.0.1,2
databound@^0.1.0,pavonine@0.0.1,2
handlebars@^2.0.0,pavonine@0.0.1,2
jsx-transpiler@^0.1.4,pavonine@0.0.1,2
lodash-deep@^1.4.2,pavonine@0.0.1,2
moment@^2.8.3,pavonine@0.0.1,2
moment@^2.8.3,Nora.js@null,2
moment@^2.8.3,strichliste@1.7.0,2
moment@^2.8.3,hexo-deployer-heroku@0.1.2,2
moment@^2.8.3,task-master@0.0.0,2
moment@^2.8.3,my-feed-reader@1.0.0,2
moment@^2.8.3,web-reader@null,2
react@^0.11.2,pavonine@0.0.1,2
react@^0.11.2,aaronthomas.co.uk@1.0.1,2
react@^0.11.2,gulp-render-react@3.1.3,2
react@^0.11.2,pandemic@0.0.0,2
react-tools@^0.11.2,pavonine@0.0.1,2
traverse@^0.6.6,pavonine@0.0.1,2
xmldom@^0.1.19,pavonine@0.0.1,2
xmldom@^0.1.19,Nora.js@null,2
glob@^4.1.6,healthmeasure@0.0.1,2
gulp@^3.8.10,healthmeasure@0.0.1,2
gulp@^3.8.10,newsfeed@0.0.1,2
gulp@^3.8.10,paginate@1.0.1,2
gulp@^3.8.10,socket-chat-example@0.0.1,2
gulp@^3.8.10,my-feed-reader@1.0.0,2
gulp@^3.8.10,angular-seed@0.1.0,2
gulp@^3.8.10,remote_switch_ios@1.0.0,2
gulp@^3.8.10,ChatApp@1.0.0,2
gulp@^3.8.10,rcsionic@1.0.0,2
gulp-git@~0.5.4,healthmeasure@0.0.1,2
gulp-concat@^2.4.2,healthmeasure@0.0.1,2
gulp-concat@^2.4.2,newsfeed@0.0.1,2
gulp-concat@^2.4.2,remote_switch_ios@1.0.0,2
gulp-concat@^2.4.2,ChatApp@1.0.0,2
gulp-concat@^2.4.2,rcsionic@1.0.0,2
gulp-sourcemaps@^1.2.8,healthmeasure@0.0.1,2
gulp-uglify@^1.0.1,healthmeasure@0.0.1,2
gulp-uglify@^1.0.1,newsfeed@0.0.1,2
gulp-manifest@0.0.6,healthmeasure@0.0.1,2
gulp-rename@^1.2.0,healthmeasure@0.0.1,2
gulp-rename@^1.2.0,newsfeed@0.0.1,2
gulp-rename@^1.2.0,remote_switch_ios@1.0.0,2
gulp-rename@^1.2.0,ChatApp@1.0.0,2
gulp-rename@^1.2.0,rcsionic@1.0.0,2
gulp-minify-css@^0.3.11,healthmeasure@0.0.1,2
gulp-minify-css@^0.3.11,remote_switch_ios@1.0.0,2
gulp-minify-css@^0.3.11,ChatApp@1.0.0,2
gulp-minify-css@^0.3.11,rcsionic@1.0.0,2
gulp-autoprefixer@^2.0.0,healthmeasure@0.0.1,2
gulp-minify-html@^0.1.7,healthmeasure@0.0.1,2
gulp-ng-annotate@0.3.5,healthmeasure@0.0.1,2
gulp-rev-all@^0.7.1,healthmeasure@0.0.1,2
del@^0.1.3,healthmeasure@0.0.1,2
level@~1.3.0,kanbanize-cli@1.4.2,2
extend@~1.2.1,kanbanize-cli@1.4.2,2
extend@~1.2.1,nodebb-plugin-import-xenforo@0.0.10,2
superagent@~0.17.0,kanbanize-cli@1.4.2,2
cli-table@~0.3.0,kanbanize-cli@1.4.2,2
bash-color@0.0.3,kanbanize-cli@1.4.2,2
asynquence@~0.3.4-e,kanbanize-cli@1.4.2,2
lieutenant@~1.0.1,kanbanize-cli@1.4.2,2
errorhandler@^1.0.1,app@0.0.0,2
errorhandler@^1.0.1,abooks@0.0.0,2
errorhandler@^1.0.1,playyylist@0.0.0,2
errorhandler@^1.0.1,mean@0.4.0,2
express-session@^1.9.1,app@0.0.0,2
express-session@^1.9.1,spellcheck@0.0.0,2
express-session@^1.9.1,socket-chat-example@0.0.1,2
express-session@^1.9.1,jyavu.com@1.0.0,2
express-session@^1.9.1,login-system@0.0.0,2
express-session@^1.9.1,playyylist@0.0.0,2
express-session@^1.9.1,Bernie@0.0.1,2
express-session@^1.9.1,mean@0.4.0,2
fs-extra@~0.5.0,app@0.0.0,2
fs-extra@~0.5.0,nodebb-plugin-import-xenforo@0.0.10,2
fs-extra@~0.5.0,Nora.js@null,2
method-override@^1.0.0,app@0.0.0,2
method-override@^1.0.0,jyavu.com@1.0.0,2
method-override@^1.0.0,login-system@0.0.0,2
method-override@^1.0.0,playyylist@0.0.0,2
method-override@^1.0.0,Bernie@0.0.1,2
method-override@^1.0.0,mean@0.4.0,2
underscore@~1.4.4,app@0.0.0,2
underscore@~1.4.4,sockit@0.1.0,2
underscore@~1.4.4,nodebb-plugin-import-xenforo@0.0.10,2
underscore@~1.4.4,newsfeed@0.0.1,2
underscore@~1.4.4,abooks@0.0.0,2
underscore@~1.4.4,spellcheck@0.0.0,2
underscore@~1.4.4,Nora.js@null,2
underscore@~1.4.4,instygram@0.0.1,2
underscore@~1.4.4,nodejs-express-socketio-chatroom@1.0.0,2
underscore@~1.4.4,staged-github-files@1.0.3,2
underscore@~1.4.4,atlas-server@0.0.1,2
underscore@~1.4.4,reveal.js@2.6.2,2
underscore@~1.4.4,server@0.0.1,2
next@^2.1.1,aaronthomas.co.uk@1.0.1,2
react-dom@^15.5.4,aaronthomas.co.uk@1.0.1,2
react-dom@^15.5.4,gulp-render-react@3.1.3,2
gulp-util@^3.0.7,gulp-render-react@3.1.3,2
gulp-util@^3.0.7,gulp-s3@0.11.0,2
through2@^2.0.1,gulp-render-react@3.1.3,2
deep-diff@^0.3.2,sockit@0.1.0,2
promise@^7.0.1,sockit@0.1.0,2
promise@^7.0.1,vm-launcher@0.0.0,2
protobufjs@^4.0.0-b3,sockit@0.1.0,2
repeat@0.0.6,sockit@0.1.0,2
ws@^0.7.2,sockit@0.1.0,2
ws@^0.7.2,YiffSpot@2.6.0,2
async@~0.9.0,nodebb-plugin-import-xenforo@0.0.10,2
async@~0.9.0,newsfeed@0.0.1,2
async@~0.9.0,inturn@1.0.1,2
async@~0.9.0,sdc@1.8.6,2
async@~0.9.0,task-master@0.0.0,2
async@~0.9.0,gulp-s3@0.11.0,2
async@~0.9.0,mean@0.4.0,2
marked@~0.3.2,nodebb-plugin-import-xenforo@0.0.10,2
mysql@~2.4.2,nodebb-plugin-import-xenforo@0.0.10,2
mysql@~2.4.2,application-name@0.0.1,2
mysql@~2.4.2,Bernie@0.0.1,2
nodebb-plugin-require@0.0.1,nodebb-plugin-import-xenforo@0.0.10,2
git-execute@~0.1.0,git-count-files@0.1.0,2
bcrypt-nodejs@0.0.3,application-name@0.0.1,2
bcrypt-nodejs@0.0.3,nodejs-express-socketio-chatroom@1.0.0,2
jquery-ui@>=1.8,jquery-ui.autocomplete.match@1.0.2,2
eventemitter2@^0.4.14,newsfeed@0.0.1,2
faker@1.0.0,newsfeed@0.0.1,2
mongodb@^1.4.8,newsfeed@0.0.1,2
mongodb@^1.4.8,spellcheck@0.0.0,2
mongodb@^1.4.8,home-inventory@0.0.0,2
mongodb@^1.4.8,shakespeare_annotate@0.0.0,2
mongodb@^1.4.8,task-master@0.0.0,2
nconf@~0.6.9,newsfeed@0.0.1,2
nconf@~0.6.9,depot@0.0.1,2
nconf@~0.6.9,AngularNode@0.0.1,2
request@^2.36.0,newsfeed@0.0.1,2
request@^2.36.0,wigle.js@0.0.1,2
request@^2.36.0,application-name@0.0.1,2
request@^2.36.0,spellcheck@0.0.0,2
request@^2.36.0,xchange-charts@0.0.1,2
request@^2.36.0,weather-js@2.0.0,2
request@^2.36.0,Nora.js@null,2
request@^2.36.0,home-inventory@0.0.0,2
request@^2.36.0,jyavu.com@1.0.0,2
request@^2.36.0,expressApp@0.0.0,2
request@^2.36.0,my-feed-reader@1.0.0,2
request@^2.36.0,AngularNode@0.0.1,2
request@^2.36.0,web-reader@null,2
event-stream@~3.1.7,newsfeed@0.0.1,2
event-stream@~3.1.7,gulp-s3@0.11.0,2
gulp-cssmin@~0.1.6,newsfeed@0.0.1,2
gulp-flatten@0.0.4,newsfeed@0.0.1,2
gulp-jshint@~1.9.0,newsfeed@0.0.1,2
gulp-less@~1.3.6,newsfeed@0.0.1,2
gulp-load-plugins@~0.7.1,newsfeed@0.0.1,2
jshint-stylish@~1.0.0,newsfeed@0.0.1,2
gulp-rimraf@~0.1.1,newsfeed@0.0.1,2
gulp-livereload@~2.1.1,newsfeed@0.0.1,2
montage@~0.14.0,my-first-app@0.1.0,2
digit@~0.5.0,my-first-app@0.1.0,2
bluebird@^2.3.2,depot@0.0.1,2
bluebird@^2.3.2,bluth@0.0.3,2
hiredis@^0.1.17,depot@0.0.1,2
redis@^0.12.1,depot@0.0.1,2
validator@^3.22.1,wigle.js@0.0.1,2
compression@^1.0.3,abooks@0.0.0,2
compression@^1.0.3,playyylist@0.0.0,2
compression@^1.0.3,mean@0.4.0,2
loadtest@^1.2.0,abooks@0.0.0,2
loopback@^2.0.0,abooks@0.0.0,2
loopback-boot@^2.0.0,abooks@0.0.0,2
loopback-connector-mongodb@^1.4.2,abooks@0.0.0,2
loopback-datasource-juggler@^2.0.0,abooks@0.0.0,2
lwip@0.0.2,abooks@0.0.0,2
serve-favicon@^2.0.1,abooks@0.0.0,2
serve-favicon@^2.0.1,spellcheck@0.0.0,2
serve-favicon@^2.0.1,shakespeare_annotate@0.0.0,2
serve-favicon@^2.0.1,whyilove@0.0.0,2
serve-favicon@^2.0.1,mean@0.4.0,2
argv@0.0.2,vm-launcher@0.0.0,2
cheerio@*,application-name@0.0.1,2
cheerio@*,web-reader@null,2
q@1.0.0,application-name@0.0.1,2
q@1.0.0,socket-chat-example@0.0.1,2
q@1.0.0,atlas-server@0.0.1,2
q@1.0.0,whyilove@0.0.0,2
grunt-jslint@^1.1.12,Thinkful-node.js@1.0.0,2
monk@*,spellcheck@0.0.0,2
xml2js@*,spellcheck@0.0.0,2
xml2js@*,xchange-charts@0.0.1,2
xml2js@*,weather-js@2.0.0,2
xml2js@*,my-feed-reader@1.0.0,2
xml2js@*,Bernie@0.0.1,2
fs@*,spellcheck@0.0.0,2
memory-cache@*,xchange-charts@0.0.1,2
winston@*,xchange-charts@0.0.1,2
winston@*,AngularNode@0.0.1,2
yuidocjs@*,xchange-charts@0.0.1,2
normalize.css@8.0.0,wok@7.1.0,2
sass-mq@4.0.2,wok@7.1.0,2
browser-sync@^2.26.3,paginate@1.0.1,2
gulp-cssnano@^2.1.3,paginate@1.0.1,2
static-server@^2.2.1,paginate@1.0.1,2
commander@2.3.x,Nora.js@null,2
commander@2.3.x,drudge@2.0.0,2
commander@2.3.x,linode-env@1.0.0,2
commander@2.3.x,gitjk@0.1.14,2
commander@2.3.x,closure-ts@0.3.0,2
better-console@0.2.x,Nora.js@null,2
easy-table@0.3.x,Nora.js@null,2
xpath@0.0.7,Nora.js@null,2
pretty-data@0.40.x,Nora.js@null,2
shelljs@0.3.0,Nora.js@null,2
shelljs@0.3.0,staged-github-files@1.0.3,2
JSONPath@0.10.x,Nora.js@null,2
jsontoxml@0.0.11,Nora.js@null,2
slugify@0.1.0,Nora.js@null,2
csv-parse@0.1.3,Nora.js@null,2
nodemon@~0.7.10,instygram@0.0.1,2
nodemon@~0.7.10,expressApp@0.0.0,2
firebase@~0.6.3,instygram@0.0.1,2
less@~1.6.1,instygram@0.0.1,2
configurations@^3.0.0,strichliste@1.7.0,2
cors@^2.8.4,strichliste@1.7.0,2
figlet@^1.2.0,strichliste@1.7.0,2
furg@^1.1.1,strichliste@1.7.0,2
hoek@^4.0.2,strichliste@1.7.0,2
mqtt@^2.15.0,strichliste@1.7.0,2
once@^1.4.0,strichliste@1.7.0,2
seq@^0.3.5,strichliste@1.7.0,2
sqlite3@^3.1.13,strichliste@1.7.0,2
sqlite3@^3.1.13,sequelize-rest-boilerplate@0.1.2,2
squel@^5.12.0,strichliste@1.7.0,2
yargs@^10.1.0,strichliste@1.7.0,2
hexo-fs@^2.0.0,hexo-deployer-heroku@0.1.2,2
hexo-util@^2.1.0,hexo-deployer-heroku@0.1.2,2
nunjucks@^3.2.1,hexo-deployer-heroku@0.1.2,2
log4js@^1.1.0,socket-chat-example@0.0.1,2
socket.io@^1.0.3,socket-chat-example@0.0.1,2
socket.io@^1.0.3,nodejs-express-socketio-chatroom@1.0.0,2
socket.io@^1.0.3,zonegrid@0.0.1,2
socket.io@^1.0.3,my-feed-reader@1.0.0,2
socket.io@^1.0.3,RobotIcon@1.0.0,2
socket.io@^1.0.3,workshop-project@0.0.1,2
socket.io@^1.0.3,sve@0.0.1,2
socket.io@^1.0.3,whyilove@0.0.0,2
socket.io@^1.0.3,reveal.js@2.6.2,2
socket.io@^1.0.3,server@0.0.1,2
gulp-install@~0.6.0,socket-chat-example@0.0.1,2
merge@~1.1.2,grunt-optimusjs@0.1.5,2
grunt-contrib-copy@~0.5.0,grunt-optimusjs@0.1.5,2
grunt-contrib-requirejs@~0.4.1,grunt-optimusjs@0.1.5,2
mkpath@~0.1.0,grunt-optimusjs@0.1.5,2
grunt-filerev@~0.2.1,grunt-optimusjs@0.1.5,2
prettyjson@^0.12.0,grunt-optimusjs@0.1.5,2
prettyjson@^0.12.0,Bernie@0.0.1,2
colors@^0.6.2,grunt-optimusjs@0.1.5,2
amqp@^0.2.0,inturn@1.0.1,2
amqp@^0.2.0,sdc@1.8.6,2
amqp-rpc@0.0.8,inturn@1.0.1,2
minimist@*,netmon@1.0.0,2
netroute@*,netmon@1.0.0,2
snmp-native@*,netmon@1.0.0,2
custom-logger@^0.2.1,run-command@1.0.2,2
win-spawn@^2.0.0,run-command@1.0.2,2
sync-prompt@^0.4.1,home-inventory@0.0.0,2
eventerface@>= 0.0.5,zonegrid@0.0.1,2
sdc-clients@8.1.2,sdc@1.8.6,2
amonadm@git+https://github.com/joyent/sdc-amonadm.git#v1.0.1,sdc@1.8.6,2
smartdc@git+https://github.com/joyent/node-smartdc.git#4308fd9,sdc@1.8.6,2
manta@git+https://github.com/joyent/node-manta.git#b277acf,sdc@1.8.6,2
moray@git+https://github.com/joyent/node-moray.git#b84ef0e,sdc@1.8.6,2
imgapi-cli@git+https://github.com/joyent/sdc-imgapi-cli.git#v2.5.0,sdc@1.8.6,2
bunyan@1.3.3,sdc@1.8.6,2
assert-plus@0.1.5,sdc@1.8.6,2
ldapjs@git+https://github.com/mcavage/node-ldapjs.git#f213b3e,sdc@1.8.6,2
mkdirp@0.3.5,sdc@1.8.6,2
mkdirp@0.3.5,closure-ts@0.3.0,2
posix-getopt@1.1.0,sdc@1.8.6,2
cmdln@1.2.2,sdc@1.8.6,2
dashdash@1.7.3,sdc@1.8.6,2
read@1.0.4,sdc@1.8.6,2
verror@1.4.0,sdc@1.8.6,2
extsprintf@1.2.0,sdc@1.8.6,2
amqp-plus@git+https://github.com/orlandov/node-amqp-plus.git#02ddfbd,sdc@1.8.6,2
json@9.0.3,sdc@1.8.6,2
jsprim@0.5.1,sdc@1.8.6,2
tabula@1.4.1,sdc@1.8.6,2
urclient@1.2.1,sdc@1.8.6,2
vasync@1.5.0,sdc@1.8.6,2
underscore.string@^2.3.3,staged-github-files@1.0.3,2
password-hash@^1.2.2,jyavu.com@1.0.0,2
babel-core@^6.26.3,YiffSpot@2.6.0,2
babel-core@^6.26.3,ripsaw@0.1.0,2
babel-loader@^7.1.5,YiffSpot@2.6.0,2
babel-preset-env@^1.7.0,YiffSpot@2.6.0,2
clean-webpack-plugin@^0.1.19,YiffSpot@2.6.0,2
css-loader@^1.0.0,YiffSpot@2.6.0,2
dotenv@^6.2.0,YiffSpot@2.6.0,2
